0	-2506.540272	304.3490908	2200	10		
1	-2506.540272	304.3490908	1650	10		
2	-2506.540272	304.3490908	1100	10		
3	-2506.540272	304.3490908	550	10		
4	-2506.540272	304.3490908	0	10		
5	-2506.540272	304.3490908	-550	10		
6	-2506.540272	304.3490908	-1100	10		
7	-2506.540272	304.3490908	-1650	10		
8	-2506.540272	304.3490908	-2200	10		
9	-2360.869262	895.3596095	2200	10		
10	-2360.869262	895.3596095	1650	10		
11	-2360.869262	895.3596095	1100	10		
12	-2360.869262	895.3596095	550	10		
13	-2360.869262	895.3596095	0	10		
14	-2360.869262	895.3596095	-550	10		
15	-2360.869262	895.3596095	-1100	10		
16	-2360.869262	895.3596095	-1650	10		
17	-2360.869262	895.3596095	-2200	10		
18	-2077.993112	1434.335082	2200	10		
19	-2077.993112	1434.335082	1650	10		
20	-2077.993112	1434.335082	1100	10		
21	-2077.993112	1434.335082	550	10		
22	-2077.993112	1434.335082	0	10		
23	-2077.993112	1434.335082	-550	10		
24	-2077.993112	1434.335082	-1100	10		
25	-2077.993112	1434.335082	-1650	10		
26	-2077.993112	1434.335082	-2200	10		
27	-1674.351556	1889.952214	2200	10		
28	-1674.351556	1889.952214	1650	10		
29	-1674.351556	1889.952214	1100	10		
30	-1674.351556	1889.952214	550	10		
31	-1674.351556	1889.952214	0	10		
32	-1674.351556	1889.952214	-550	10		
33	-1674.351556	1889.952214	-1100	10		
34	-1674.351556	1889.952214	-1650	10		
35	-1674.351556	1889.952214	-2200	10		
36	-1173.402773	2235.732192	2200	10		
37	-1173.402773	2235.732192	1650	10		
38	-1173.402773	2235.732192	1100	10		
39	-1173.402773	2235.732192	550	10		
40	-1173.402773	2235.732192	0	10		
41	-1173.402773	2235.732192	-550	10		
42	-1173.402773	2235.732192	-1100	10		
43	-1173.402773	2235.732192	-1650	10		
44	-1173.402773	2235.732192	-2200	10		
45	-604.2600865	2451.579542	2200	10		
46	-604.2600865	2451.579542	1650	10		
47	-604.2600865	2451.579542	1100	10		
48	-604.2600865	2451.579542	550	10		
49	-604.2600865	2451.579542	0	10		
50	-604.2600865	2451.579542	-550	10		
51	-604.2600865	2451.579542	-1100	10		
52	-604.2600865	2451.579542	-1650	10		
53	-604.2600865	2451.579542	-2200	10		
54	0		2524.95		2200	10		
55	0		2524.95		1650	10		
56	0		2524.95		1100	10		
57	0		2524.95		550	10		
58	0		2524.95		0	10		
59	0		2524.95		-550	10		
60	0		2524.95		-1100	10		
61	0		2524.95		-1650	10		
62	0		2524.95		-2200	10		
63	604.2600865	2451.579542	2200	10		
64	604.2600865	2451.579542	1650	10		
65	604.2600865	2451.579542	1100	10		
66	604.2600865	2451.579542	550	10		
67	604.2600865	2451.579542	0	10		
68	604.2600865	2451.579542	-550	10		
69	604.2600865	2451.579542	-1100	10		
70	604.2600865	2451.579542	-1650	10		
71	604.2600865	2451.579542	-2200	10		
72	1173.402773	2235.732192	2200	10		
73	1173.402773	2235.732192	1650	10		
74	1173.402773	2235.732192	1100	10		
75	1173.402773	2235.732192	550	10		
76	1173.402773	2235.732192	0	10		
77	1173.402773	2235.732192	-550	10		
78	1173.402773	2235.732192	-1100	10		
79	1173.402773	2235.732192	-1650	10		
80	1173.402773	2235.732192	-2200	10		
81	1674.351556	1889.952214	2200	10		
82	1674.351556	1889.952214	1650	10		
83	1674.351556	1889.952214	1100	10		
84	1674.351556	1889.952214	550	10		
85	1674.351556	1889.952214	0	10		
86	1674.351556	1889.952214	-550	10		
87	1674.351556	1889.952214	-1100	10		
88	1674.351556	1889.952214	-1650	10		
89	1674.351556	1889.952214	-2200	10		
90	2077.993112	1434.335082	2200	10		
91	2077.993112	1434.335082	1650	10		
92	2077.993112	1434.335082	1100	10		
93	2077.993112	1434.335082	550	10		
